num_ordre;ref_matiere;quantite_prevue;quantite_utilisee;unite
OF-2023-0137;VIS-001;156.1;156.1;piece
OF-2023-0137;FIL-001;3.8;3.8;bobine
OF-2023-0137;PEI-001;9.6;9.6;L
OF-2024-0138;BOIS-001;7.9;7.9;m3
OF-2024-0138;ALU-001;36.8;36.8;m2
OF-2024-0138;VIS-001;445.7;445.7;piece
OF-2024-0138;ETR-001;26.6;26.6;m
OF-2024-0138;PEI-001;40.5;40.5;L
OF-2024-0139;BOIS-001;2.8;2.8;m3
OF-2024-0139;RES-001;9.9;9.9;L
OF-2024-0139;VIS-001;231.9;231.9;piece
OF-2024-0139;PEI-001;15.4;15.4;L
OF-2025-0140;ALU-001;28.4;28.4;m2
OF-2025-0140;VIS-001;386.2;386.2;piece
OF-2025-0140;ETR-001;15.0;15.0;m
OF-2025-0140;PEI-001;15.5;15.5;L
OF-2024-0141;BOIS-002;7.6;7.6;m2
OF-2024-0141;ALU-001;22.1;22.1;m2
OF-2024-0141;CAR-001;4.2;4.2;m2
OF-2024-0141;VIS-001;366.8;366.8;piece
OF-2026-0142;CAR-001;4.1;4.1;m2
OF-2026-0142;VIS-001;123.4;123.4;piece
OF-2026-0142;FIL-001;4.1;4.1;bobine
OF-2026-0142;MAS-001;13.6;13.6;L
OF-2025-0143;BOIS-001;5.8;5.8;m3
OF-2025-0143;ALU-001;40.8;40.8;m2
OF-2025-0143;VIS-001;433.3;433.3;piece
OF-2025-0143;ETR-001;26.5;26.5;m
OF-2025-0143;PEI-001;26.6;26.6;L
OF-2026-0144;ALU-001;18.7;0.0;m2
OF-2026-0144;VIS-001;198.0;0.0;piece
OF-2026-0144;ETR-001;15.1;0.0;m
OF-2026-0144;PEI-001;8.7;0.0;L
OF-2023-0145;BOIS-002;4.4;4.4;m2
OF-2023-0145;ALU-001;19.9;19.9;m2
OF-2023-0145;VIS-001;152.5;152.5;piece
OF-2023-0145;MAS-001;10.3;10.3;L
OF-2024-0146;CAR-001;3.4;0.0;m2
OF-2024-0146;VIS-001;70.6;0.0;piece
OF-2024-0146;FIL-001;3.3;0.0;bobine
OF-2025-0147;BOIS-001;2.7;1.0;m3
OF-2025-0147;RES-001;11.6;4.3;L
OF-2025-0147;VIS-001;135.9;50.6;piece
OF-2025-0147;PEI-001;6.5;2.4;L
OF-2024-0148;BOIS-002;4.3;4.3;m2
OF-2024-0148;RES-001;5.3;5.3;L
OF-2024-0148;VIS-001;107.6;107.6;piece
OF-2025-0149;ALU-001;13.3;13.3;m2
OF-2025-0149;VIS-001;170.0;170.0;piece
OF-2025-0149;FIL-001;2.2;2.2;bobine
OF-2025-0149;PEI-001;10.2;10.2;L
OF-2025-0150;BOIS-001;7.9;7.9;m3
OF-2025-0150;ALU-001;34.8;34.8;m2
OF-2025-0150;VIS-001;437.3;437.3;piece
OF-2025-0150;ETR-001;23.9;23.9;m
OF-2025-0150;PEI-001;42.7;42.7;L
OF-2025-0151;BOIS-001;3.9;3.9;m3
OF-2025-0151;RES-001;11.4;11.4;L
OF-2025-0151;VIS-001;264.7;264.7;piece
OF-2025-0151;PEI-001;22.0;22.0;L
OF-2024-0152;ALU-001;25.6;25.6;m2
OF-2024-0152;VIS-001;318.0;318.0;piece
OF-2024-0152;ETR-001;13.7;13.7;m
OF-2024-0152;PEI-001;10.3;10.3;L
OF-2024-0153;BOIS-002;9.9;0.0;m2
OF-2024-0153;ALU-001;24.3;0.0;m2
OF-2024-0153;CAR-001;6.7;0.0;m2
OF-2024-0153;VIS-001;343.2;0.0;piece
OF-2024-0154;CAR-001;3.0;0.0;m2
OF-2024-0154;VIS-001;104.4;0.0;piece
OF-2024-0154;FIL-001;5.8;0.0;bobine
OF-2024-0154;MAS-001;18.8;0.0;L
OF-2025-0155;BOIS-001;4.2;4.2;m3
OF-2025-0155;ALU-001;36.0;36.0;m2
OF-2025-0155;VIS-001;503.4;503.4;piece
OF-2025-0155;ETR-001;16.4;16.4;m
OF-2025-0155;PEI-001;28.3;28.3;L
OF-2025-0156;ALU-001;19.6;7.4;m2
OF-2025-0156;VIS-001;151.7;57.6;piece
OF-2025-0156;ETR-001;11.0;4.2;m
OF-2025-0156;PEI-001;12.0;4.6;L
OF-2024-0157;BOIS-002;4.1;4.1;m2
OF-2024-0157;ALU-001;14.1;14.1;m2
OF-2024-0157;VIS-001;213.3;213.3;piece
OF-2024-0157;MAS-001;14.6;14.6;L
OF-2023-0158;CAR-001;3.9;0.0;m2
OF-2023-0158;VIS-001;114.5;0.0;piece
OF-2023-0158;FIL-001;3.1;0.0;bobine
OF-2023-0159;BOIS-001;1.9;1.9;m3
OF-2023-0159;RES-001;10.7;10.7;L
OF-2023-0159;VIS-001;151.6;151.6;piece
OF-2023-0159;PEI-001;12.0;12.0;L
OF-2024-0160;BOIS-002;3.6;3.1;m2
OF-2024-0160;RES-001;7.4;6.4;L
OF-2024-0160;VIS-001;78.4;67.5;piece
OF-2025-0161;ALU-001;11.4;11.4;m2
OF-2025-0161;VIS-001;137.7;137.7;piece
OF-2025-0161;FIL-001;4.5;4.5;bobine
OF-2025-0161;PEI-001;9.1;9.1;L
OF-2025-0162;BOIS-001;7.5;7.5;m3
OF-2025-0162;ALU-001;26.1;26.1;m2
OF-2025-0162;VIS-001;342.5;342.5;piece
OF-2025-0162;ETR-001;25.7;25.7;m
OF-2025-0162;PEI-001;35.1;35.1;L
OF-2025-0163;BOIS-001;3.1;3.1;m3
OF-2025-0163;RES-001;9.3;9.3;L
OF-2025-0163;VIS-001;159.2;159.2;piece
OF-2025-0163;PEI-001;16.9;16.9;L
OF-2024-0164;ALU-001;27.8;27.8;m2
OF-2024-0164;VIS-001;213.9;213.9;piece
OF-2024-0164;ETR-001;17.4;17.4;m
OF-2024-0164;PEI-001;10.3;10.3;L
OF-2023-0165;BOIS-002;6.0;1.9;m2
OF-2023-0165;ALU-001;31.5;10.2;m2
OF-2023-0165;CAR-001;6.2;2.0;m2
OF-2023-0165;VIS-001;482.7;155.8;piece
OF-2024-0166;CAR-001;3.3;3.3;m2
OF-2024-0166;VIS-001;107.5;107.5;piece
OF-2024-0166;FIL-001;3.7;3.7;bobine
OF-2024-0166;MAS-001;11.4;11.4;L
OF-2023-0167;BOIS-001;5.0;5.0;m3
OF-2023-0167;ALU-001;47.5;47.5;m2
OF-2023-0167;VIS-001;490.6;490.6;piece
OF-2023-0167;ETR-001;26.8;26.8;m
OF-2023-0167;PEI-001;33.1;33.1;L
OF-2025-0168;ALU-001;17.9;17.9;m2
OF-2025-0168;VIS-001;197.2;197.2;piece
OF-2025-0168;ETR-001;11.4;11.4;m
OF-2025-0168;PEI-001;9.2;9.2;L
OF-2023-0169;BOIS-002;7.2;7.2;m2
OF-2023-0169;ALU-001;18.8;18.8;m2
OF-2023-0169;VIS-001;168.4;168.4;piece
OF-2023-0169;MAS-001;10.6;10.6;L
OF-2024-0170;CAR-001;3.8;3.8;m2
OF-2024-0170;VIS-001;101.7;101.7;piece
OF-2024-0170;FIL-001;2.3;2.3;bobine
OF-2026-0171;BOIS-001;1.8;1.8;m3
OF-2026-0171;RES-001;10.5;10.5;L
OF-2026-0171;VIS-001;80.5;80.5;piece
OF-2026-0171;PEI-001;7.1;7.1;L
OF-2024-0172;BOIS-002;4.1;4.1;m2
OF-2024-0172;RES-001;7.6;7.6;L
OF-2024-0172;VIS-001;107.1;107.1;piece
OF-2026-0173;ALU-001;11.0;0.0;m2
OF-2026-0173;VIS-001;177.3;0.0;piece
OF-2026-0173;FIL-001;3.5;0.0;bobine
OF-2026-0173;PEI-001;9.5;0.0;L
OF-2025-0174;BOIS-001;6.7;6.7;m3
OF-2025-0174;ALU-001;32.0;32.0;m2
OF-2025-0174;VIS-001;494.6;494.6;piece
OF-2025-0174;ETR-001;22.5;22.5;m
OF-2025-0174;PEI-001;43.8;43.8;L
OF-2025-0175;BOIS-001;3.5;3.5;m3
OF-2025-0175;RES-001;13.4;13.4;L
OF-2025-0175;VIS-001;287.6;287.6;piece
OF-2025-0175;PEI-001;19.8;19.8;L
OF-2024-0176;ALU-001;22.6;22.6;m2
OF-2024-0176;VIS-001;316.4;316.4;piece
OF-2024-0176;ETR-001;19.0;19.0;m
OF-2024-0176;PEI-001;18.0;18.0;L
OF-2024-0177;BOIS-002;10.0;10.0;m2
OF-2024-0177;ALU-001;22.1;22.1;m2
OF-2024-0177;CAR-001;6.9;6.9;m2
OF-2024-0177;VIS-001;395.4;395.4;piece
OF-2023-0178;CAR-001;4.6;4.6;m2
OF-2023-0178;VIS-001;123.8;123.8;piece
OF-2023-0178;FIL-001;5.5;5.5;bobine
OF-2023-0178;MAS-001;12.3;12.3;L
OF-2024-0179;BOIS-001;4.8;4.8;m3
OF-2024-0179;ALU-001;49.7;49.7;m2
OF-2024-0179;VIS-001;513.7;513.7;piece
OF-2024-0179;ETR-001;26.0;26.0;m
OF-2024-0179;PEI-001;38.9;38.9;L
OF-2023-0180;ALU-001;19.0;19.0;m2
OF-2023-0180;VIS-001;207.5;207.5;piece
OF-2023-0180;ETR-001;13.9;13.9;m
OF-2023-0180;PEI-001;13.1;13.1;L
OF-2024-0181;BOIS-002;5.1;5.1;m2
OF-2024-0181;ALU-001;17.1;17.1;m2
OF-2024-0181;VIS-001;169.4;169.4;piece
OF-2024-0181;MAS-001;14.0;14.0;L
OF-2024-0182;CAR-001;3.4;0.8;m2
OF-2024-0182;VIS-001;66.2;15.7;piece
OF-2024-0182;FIL-001;2.7;0.6;bobine
OF-2024-0183;BOIS-001;2.1;2.1;m3
OF-2024-0183;RES-001;11.3;11.3;L
OF-2024-0183;VIS-001;112.6;112.6;piece
OF-2024-0183;PEI-001;8.4;8.4;L
OF-2023-0184;BOIS-002;4.4;2.4;m2
OF-2023-0184;RES-001;5.4;2.9;L
OF-2023-0184;VIS-001;114.2;62.1;piece
OF-2023-0185;ALU-001;12.8;1.9;m2
OF-2023-0185;VIS-001;165.2;24.6;piece
OF-2023-0185;FIL-001;5.0;0.7;bobine
OF-2023-0185;PEI-001;8.6;1.3;L
OF-2023-0186;BOIS-001;7.6;7.6;m3
OF-2023-0186;ALU-001;27.4;27.4;m2
OF-2023-0186;VIS-001;449.8;449.8;piece
OF-2023-0186;ETR-001;28.0;28.0;m
OF-2023-0186;PEI-001;32.4;32.4;L
OF-2023-0187;BOIS-001;3.2;3.2;m3
OF-2023-0187;RES-001;10.7;10.7;L
OF-2023-0187;VIS-001;172.6;172.6;piece
OF-2023-0187;PEI-001;15.8;15.8;L
OF-2024-0188;ALU-001;22.5;22.5;m2
OF-2024-0188;VIS-001;273.4;273.4;piece
OF-2024-0188;ETR-001;15.6;15.6;m
OF-2024-0188;PEI-001;13.7;13.7;L
OF-2025-0189;BOIS-002;6.9;6.9;m2
OF-2025-0189;ALU-001;25.9;25.9;m2
OF-2025-0189;CAR-001;4.6;4.6;m2
OF-2025-0189;VIS-001;414.1;414.1;piece
OF-2025-0190;CAR-001;4.7;4.7;m2
OF-2025-0190;VIS-001;134.5;134.5;piece
OF-2025-0190;FIL-001;5.3;5.3;bobine
OF-2025-0190;MAS-001;13.0;13.0;L
OF-2023-0191;BOIS-001;6.1;6.1;m3
OF-2023-0191;ALU-001;42.1;42.1;m2
OF-2023-0191;VIS-001;397.1;397.1;piece
OF-2023-0191;ETR-001;18.4;18.4;m
OF-2023-0191;PEI-001;31.3;31.3;L
OF-2023-0192;ALU-001;16.5;16.5;m2
OF-2023-0192;VIS-001;136.8;136.8;piece
OF-2023-0192;ETR-001;9.4;9.4;m
OF-2023-0192;PEI-001;8.9;8.9;L
OF-2023-0193;BOIS-002;4.9;4.9;m2
OF-2023-0193;ALU-001;14.1;14.1;m2
OF-2023-0193;VIS-001;167.9;167.9;piece
OF-2023-0193;MAS-001;13.8;13.8;L
OF-2025-0194;CAR-001;2.3;2.0;m2
OF-2025-0194;VIS-001;100.8;87.5;piece
OF-2025-0194;FIL-001;3.7;3.2;bobine
OF-2023-0195;BOIS-001;2.6;2.6;m3
OF-2023-0195;RES-001;11.6;11.6;L
OF-2023-0195;VIS-001;91.8;91.8;piece
OF-2023-0195;PEI-001;7.4;7.4;L
OF-2024-0196;BOIS-002;3.6;0.9;m2
OF-2024-0196;RES-001;5.4;1.4;L
OF-2024-0196;VIS-001;74.4;19.4;piece
OF-2024-0197;ALU-001;12.7;8.9;m2
OF-2024-0197;VIS-001;136.5;95.1;piece
OF-2024-0197;FIL-001;2.7;1.9;bobine
OF-2024-0197;PEI-001;9.7;6.8;L
OF-2024-0198;BOIS-001;5.2;5.2;m3
OF-2024-0198;ALU-001;37.5;37.5;m2
OF-2024-0198;VIS-001;469.7;469.7;piece
OF-2024-0198;ETR-001;27.9;27.9;m
OF-2024-0198;PEI-001;38.1;38.1;L
OF-2025-0199;BOIS-001;3.6;0.0;m3
OF-2025-0199;RES-001;10.7;0.0;L
OF-2025-0199;VIS-001;253.5;0.0;piece
OF-2025-0199;PEI-001;21.8;0.0;L
OF-2026-0200;ALU-001;25.8;25.8;m2
OF-2026-0200;VIS-001;388.5;388.5;piece
OF-2026-0200;ETR-001;19.2;19.2;m
OF-2026-0200;PEI-001;13.4;13.4;L
OF-2024-0201;BOIS-002;8.3;8.3;m2
OF-2024-0201;ALU-001;34.9;34.9;m2
OF-2024-0201;CAR-001;5.1;5.1;m2
OF-2024-0201;VIS-001;377.3;377.3;piece
OF-2025-0202;CAR-001;3.4;3.4;m2
OF-2025-0202;VIS-001;92.4;92.4;piece
OF-2025-0202;FIL-001;3.9;3.9;bobine
OF-2025-0202;MAS-001;10.2;10.2;L
OF-2023-0203;BOIS-001;6.4;6.4;m3
OF-2023-0203;ALU-001;33.7;33.7;m2
OF-2023-0203;VIS-001;449.8;449.8;piece
OF-2023-0203;ETR-001;17.1;17.1;m
OF-2023-0203;PEI-001;36.8;36.8;L
OF-2025-0204;ALU-001;16.5;15.0;m2
OF-2025-0204;VIS-001;134.7;122.5;piece
OF-2025-0204;ETR-001;15.4;14.0;m
OF-2025-0204;PEI-001;8.1;7.4;L
OF-2024-0205;BOIS-002;5.1;5.1;m2
OF-2024-0205;ALU-001;13.8;13.8;m2
OF-2024-0205;VIS-001;271.3;271.3;piece
OF-2024-0205;MAS-001;10.0;10.0;L
OF-2024-0206;CAR-001;3.9;1.3;m2
OF-2024-0206;VIS-001;109.0;35.0;piece
OF-2024-0206;FIL-001;2.6;0.8;bobine
OF-2025-0207;BOIS-001;2.3;2.3;m3
OF-2025-0207;RES-001;7.3;7.3;L
OF-2025-0207;VIS-001;141.6;141.6;piece
OF-2025-0207;PEI-001;7.4;7.4;L
OF-2023-0208;BOIS-002;5.8;5.8;m2
OF-2023-0208;RES-001;7.3;7.3;L
OF-2023-0208;VIS-001;115.2;115.2;piece
OF-2024-0209;ALU-001;8.6;8.6;m2
OF-2024-0209;VIS-001;193.3;193.3;piece
OF-2024-0209;FIL-001;2.8;2.8;bobine
OF-2024-0209;PEI-001;9.1;9.1;L
OF-2025-0210;BOIS-001;7.7;0.0;m3
OF-2025-0210;ALU-001;32.6;0.0;m2
OF-2025-0210;VIS-001;392.1;0.0;piece
OF-2025-0210;ETR-001;24.0;0.0;m
OF-2025-0210;PEI-001;43.6;0.0;L
OF-2026-0211;BOIS-001;3.3;3.3;m3
OF-2026-0211;RES-001;9.1;9.1;L
OF-2026-0211;VIS-001;247.2;247.2;piece
OF-2026-0211;PEI-001;23.2;23.2;L
OF-2023-0212;ALU-001;26.1;23.9;m2
OF-2023-0212;VIS-001;229.5;210.2;piece
OF-2023-0212;ETR-001;19.0;17.4;m
OF-2023-0212;PEI-001;14.6;13.4;L
OF-2024-0213;BOIS-002;6.8;3.0;m2
OF-2024-0213;ALU-001;27.0;12.0;m2
OF-2024-0213;CAR-001;4.4;2.0;m2
OF-2024-0213;VIS-001;482.2;215.0;piece
OF-2023-0214;CAR-001;4.3;4.1;m2
OF-2023-0214;VIS-001;117.6;112.6;piece
OF-2023-0214;FIL-001;3.1;3.0;bobine
OF-2023-0214;MAS-001;19.4;18.6;L
OF-2025-0215;BOIS-001;4.1;0.0;m3
OF-2025-0215;ALU-001;33.0;0.0;m2
OF-2025-0215;VIS-001;564.1;0.0;piece
OF-2025-0215;ETR-001;17.7;0.0;m
OF-2025-0215;PEI-001;26.9;0.0;L
OF-2024-0216;ALU-001;13.2;13.2;m2
OF-2024-0216;VIS-001;123.4;123.4;piece
OF-2024-0216;ETR-001;10.4;10.4;m
OF-2024-0216;PEI-001;14.8;14.8;L
OF-2023-0217;BOIS-002;8.0;8.0;m2
OF-2023-0217;ALU-001;19.1;19.1;m2
OF-2023-0217;VIS-001;175.8;175.8;piece
OF-2023-0217;MAS-001;9.4;9.4;L
OF-2025-0218;CAR-001;2.4;2.4;m2
OF-2025-0218;VIS-001;103.3;103.3;piece
OF-2025-0218;FIL-001;3.2;3.2;bobine
OF-2024-0219;BOIS-001;1.7;1.1;m3
OF-2024-0219;RES-001;8.2;5.2;L
OF-2024-0219;VIS-001;129.2;81.2;piece
OF-2024-0219;PEI-001;11.0;6.9;L
OF-2024-0220;BOIS-002;4.9;4.9;m2
OF-2024-0220;RES-001;7.1;7.1;L
OF-2024-0220;VIS-001;86.6;86.6;piece
OF-2024-0221;ALU-001;10.0;10.0;m2
OF-2024-0221;VIS-001;185.3;185.3;piece
OF-2024-0221;FIL-001;4.1;4.1;bobine
OF-2024-0221;PEI-001;13.8;13.8;L
OF-2024-0222;BOIS-001;6.3;6.3;m3
OF-2024-0222;ALU-001;26.3;26.3;m2
OF-2024-0222;VIS-001;370.0;370.0;piece
OF-2024-0222;ETR-001;20.5;20.5;m
OF-2024-0222;PEI-001;37.9;37.9;L
OF-2023-0223;BOIS-001;2.8;2.8;m3
OF-2023-0223;RES-001;11.5;11.5;L
OF-2023-0223;VIS-001;293.9;293.9;piece
OF-2023-0223;PEI-001;22.6;22.6;L
OF-2024-0224;ALU-001;15.2;15.2;m2
OF-2024-0224;VIS-001;224.9;224.9;piece
OF-2024-0224;ETR-001;14.0;14.0;m
OF-2024-0224;PEI-001;13.5;13.5;L
OF-2024-0225;BOIS-002;9.9;9.9;m2
OF-2024-0225;ALU-001;27.4;27.4;m2
OF-2024-0225;CAR-001;7.2;7.2;m2
OF-2024-0225;VIS-001;426.1;426.1;piece
OF-2024-0226;CAR-001;3.6;3.6;m2
OF-2024-0226;VIS-001;111.0;111.0;piece
OF-2024-0226;FIL-001;3.8;3.8;bobine
OF-2024-0226;MAS-001;11.5;11.5;L
OF-2024-0227;BOIS-001;5.5;4.7;m3
OF-2024-0227;ALU-001;42.7;36.4;m2
OF-2024-0227;VIS-001;538.6;459.6;piece
OF-2024-0227;ETR-001;19.4;16.6;m
OF-2024-0227;PEI-001;40.0;34.1;L
OF-2025-0228;ALU-001;13.8;13.8;m2
OF-2025-0228;VIS-001;244.6;244.6;piece
OF-2025-0228;ETR-001;11.2;11.2;m
OF-2025-0228;PEI-001;10.6;10.6;L
OF-2025-0229;BOIS-002;5.0;5.0;m2
OF-2025-0229;ALU-001;19.0;19.0;m2
OF-2025-0229;VIS-001;252.7;252.7;piece
OF-2025-0229;MAS-001;11.4;11.4;L
OF-2024-0230;CAR-001;2.5;2.5;m2
OF-2024-0230;VIS-001;101.0;101.0;piece
OF-2024-0230;FIL-001;3.0;3.0;bobine
OF-2023-0231;BOIS-001;1.8;1.8;m3
OF-2023-0231;RES-001;9.4;9.4;L
OF-2023-0231;VIS-001;104.4;104.4;piece
OF-2023-0231;PEI-001;6.7;6.7;L
OF-2025-0232;BOIS-002;5.3;5.3;m2
OF-2025-0232;RES-001;4.7;4.7;L
OF-2025-0232;VIS-001;99.7;99.7;piece
OF-2024-0233;ALU-001;12.6;0.0;m2
OF-2024-0233;VIS-001;138.6;0.0;piece
OF-2024-0233;FIL-001;2.9;0.0;bobine
OF-2024-0233;PEI-001;9.9;0.0;L
OF-2026-0234;BOIS-001;6.7;6.7;m3
OF-2026-0234;ALU-001;37.0;37.0;m2
OF-2026-0234;VIS-001;487.4;487.4;piece
OF-2026-0234;ETR-001;29.9;29.9;m
OF-2026-0234;PEI-001;37.4;37.4;L
OF-2025-0235;BOIS-001;3.1;0.0;m3
OF-2025-0235;RES-001;14.4;0.0;L
OF-2025-0235;VIS-001;201.3;0.0;piece
OF-2025-0235;PEI-001;19.3;0.0;L
OF-2023-0236;ALU-001;23.9;23.9;m2
OF-2023-0236;VIS-001;242.3;242.3;piece
OF-2023-0236;ETR-001;13.2;13.2;m
OF-2023-0236;PEI-001;15.5;15.5;L
OF-2025-0237;BOIS-002;9.2;9.2;m2
OF-2025-0237;ALU-001;20.3;20.3;m2
OF-2025-0237;CAR-001;4.7;4.7;m2
OF-2025-0237;VIS-001;495.3;495.3;piece
OF-2023-0238;CAR-001;3.4;3.4;m2
OF-2023-0238;VIS-001;126.3;126.3;piece
OF-2023-0238;FIL-001;3.4;3.4;bobine
OF-2023-0238;MAS-001;10.7;10.7;L
OF-2024-0239;BOIS-001;5.4;0.0;m3
OF-2024-0239;ALU-001;41.3;0.0;m2
OF-2024-0239;VIS-001;463.5;0.0;piece
OF-2024-0239;ETR-001;15.5;0.0;m
OF-2024-0239;PEI-001;39.3;0.0;L
OF-2026-0240;ALU-001;16.9;16.9;m2
OF-2026-0240;VIS-001;182.9;182.9;piece
OF-2026-0240;ETR-001;8.6;8.6;m
OF-2026-0240;PEI-001;12.2;12.2;L
OF-2024-0241;BOIS-002;5.8;5.8;m2
OF-2024-0241;ALU-001;13.4;13.4;m2
OF-2024-0241;VIS-001;225.0;225.0;piece
OF-2024-0241;MAS-001;11.7;11.7;L
OF-2026-0242;CAR-001;3.7;1.0;m2
OF-2026-0242;VIS-001;116.2;29.8;piece
OF-2026-0242;FIL-001;3.9;1.0;bobine
OF-2024-0243;BOIS-001;2.0;2.0;m3
OF-2024-0243;RES-001;7.1;7.1;L
OF-2024-0243;VIS-001;156.3;156.3;piece
OF-2024-0243;PEI-001;10.0;10.0;L
OF-2025-0244;BOIS-002;3.1;3.1;m2
OF-2025-0244;RES-001;4.5;4.5;L
OF-2025-0244;VIS-001;64.2;64.2;piece
OF-2023-0245;ALU-001;15.0;15.0;m2
OF-2023-0245;VIS-001;156.3;156.3;piece
OF-2023-0245;FIL-001;3.4;3.4;bobine
OF-2023-0245;PEI-001;14.5;14.5;L
OF-2026-0246;BOIS-001;5.4;5.4;m3
OF-2026-0246;ALU-001;39.5;39.5;m2
OF-2026-0246;VIS-001;392.9;392.9;piece
OF-2026-0246;ETR-001;24.6;24.6;m
OF-2026-0246;PEI-001;40.9;40.9;L
OF-2025-0247;BOIS-001;3.2;3.2;m3
OF-2025-0247;RES-001;14.5;14.5;L
OF-2025-0247;VIS-001;282.7;282.7;piece
OF-2025-0247;PEI-001;15.9;15.9;L
OF-2024-0248;ALU-001;18.9;18.9;m2
OF-2024-0248;VIS-001;266.1;266.1;piece
OF-2024-0248;ETR-001;10.2;10.2;m
OF-2024-0248;PEI-001;12.4;12.4;L
OF-2025-0249;BOIS-002;8.4;0.7;m2
OF-2025-0249;ALU-001;25.8;2.2;m2
OF-2025-0249;CAR-001;5.1;0.4;m2
OF-2025-0249;VIS-001;385.3;33.0;piece
OF-2024-0250;CAR-001;5.6;5.6;m2
OF-2024-0250;VIS-001;119.6;119.6;piece
OF-2024-0250;FIL-001;4.1;4.1;bobine
OF-2024-0250;MAS-001;15.7;15.7;L
OF-2025-0251;BOIS-001;6.1;6.1;m3
OF-2025-0251;ALU-001;41.9;41.9;m2
OF-2025-0251;VIS-001;529.8;529.8;piece
OF-2025-0251;ETR-001;17.7;17.7;m
OF-2025-0251;PEI-001;30.2;30.2;L
OF-2024-0252;ALU-001;18.7;18.7;m2
OF-2024-0252;VIS-001;175.5;175.5;piece
OF-2024-0252;ETR-001;9.9;9.9;m
OF-2024-0252;PEI-001;8.5;8.5;L
OF-2025-0253;BOIS-002;5.4;0.0;m2
OF-2025-0253;ALU-001;12.8;0.0;m2
OF-2025-0253;VIS-001;235.5;0.0;piece
OF-2025-0253;MAS-001;9.7;0.0;L
OF-2025-0254;CAR-001;3.4;3.4;m2
OF-2025-0254;VIS-001;107.1;107.1;piece
OF-2025-0254;FIL-001;3.6;3.6;bobine
OF-2024-0255;BOIS-001;2.4;2.0;m3
OF-2024-0255;RES-001;11.0;9.0;L
OF-2024-0255;VIS-001;155.6;126.7;piece
OF-2024-0255;PEI-001;7.6;6.2;L
OF-2026-0256;BOIS-002;3.8;3.8;m2
OF-2026-0256;RES-001;6.1;6.1;L
OF-2026-0256;VIS-001;100.6;100.6;piece
OF-2024-0257;ALU-001;11.5;11.5;m2
OF-2024-0257;VIS-001;112.8;112.8;piece
OF-2024-0257;FIL-001;4.2;4.2;bobine
OF-2024-0257;PEI-001;13.1;13.1;L
OF-2024-0258;BOIS-001;5.7;0.0;m3
OF-2024-0258;ALU-001;26.6;0.0;m2
OF-2024-0258;VIS-001;301.6;0.0;piece
OF-2024-0258;ETR-001;33.4;0.0;m
OF-2024-0258;PEI-001;41.4;0.0;L
OF-2024-0259;BOIS-001;3.7;3.7;m3
OF-2024-0259;RES-001;13.3;13.3;L
OF-2024-0259;VIS-001;221.8;221.8;piece
OF-2024-0259;PEI-001;18.0;18.0;L
OF-2025-0260;ALU-001;20.1;20.1;m2
OF-2025-0260;VIS-001;360.1;360.1;piece
OF-2025-0260;ETR-001;11.3;11.3;m
OF-2025-0260;PEI-001;17.8;17.8;L
OF-2023-0261;BOIS-002;7.1;7.1;m2
OF-2023-0261;ALU-001;26.5;26.5;m2
OF-2023-0261;CAR-001;5.2;5.2;m2
OF-2023-0261;VIS-001;485.8;485.8;piece
OF-2024-0262;CAR-001;5.5;0.0;m2
OF-2024-0262;VIS-001;89.9;0.0;piece
OF-2024-0262;FIL-001;5.2;0.0;bobine
OF-2024-0262;MAS-001;13.6;0.0;L
OF-2024-0263;BOIS-001;6.6;6.6;m3
OF-2024-0263;ALU-001;47.3;47.3;m2
OF-2024-0263;VIS-001;482.2;482.2;piece
OF-2024-0263;ETR-001;23.9;23.9;m
OF-2024-0263;PEI-001;27.9;27.9;L
OF-2025-0264;ALU-001;17.6;0.0;m2
OF-2025-0264;VIS-001;175.9;0.0;piece
OF-2025-0264;ETR-001;14.4;0.0;m
OF-2025-0264;PEI-001;14.5;0.0;L
OF-2024-0265;BOIS-002;4.8;4.8;m2
OF-2024-0265;ALU-001;17.0;17.0;m2
OF-2024-0265;VIS-001;201.6;201.6;piece
OF-2024-0265;MAS-001;9.5;9.5;L
OF-2023-0266;CAR-001;3.8;3.8;m2
OF-2023-0266;VIS-001;77.8;77.8;piece
OF-2023-0266;FIL-001;2.4;2.4;bobine
OF-2025-0267;BOIS-001;2.8;2.8;m3
OF-2025-0267;RES-001;7.2;7.2;L
OF-2025-0267;VIS-001;116.6;116.6;piece
OF-2025-0267;PEI-001;7.1;7.1;L
OF-2025-0268;BOIS-002;3.9;3.9;m2
OF-2025-0268;RES-001;6.7;6.7;L
OF-2025-0268;VIS-001;102.9;102.9;piece
OF-2025-0269;ALU-001;8.2;8.2;m2
OF-2025-0269;VIS-001;179.1;179.1;piece
OF-2025-0269;FIL-001;5.0;5.0;bobine
OF-2025-0269;PEI-001;12.6;12.6;L
OF-2024-0270;BOIS-001;5.5;5.5;m3
OF-2024-0270;ALU-001;37.1;37.1;m2
OF-2024-0270;VIS-001;317.9;317.9;piece
OF-2024-0270;ETR-001;29.9;29.9;m
OF-2024-0270;PEI-001;39.7;39.7;L
OF-2024-0271;BOIS-001;4.0;4.0;m3
OF-2024-0271;RES-001;10.1;10.1;L
OF-2024-0271;VIS-001;276.2;276.2;piece
OF-2024-0271;PEI-001;15.6;15.6;L
OF-2024-0272;ALU-001;17.4;17.4;m2
