num_ordre;num_commande;ref_bateau;date_creation;date_debut_prevue;date_fin_prevue;temps_production_estime_h;temps_production_reel_h;statut
OF-2025-0924;CMD-2025-0924;BAT-2025-0924;2022-09-15;2022-10-08;2022-12-04;459;459;TERMINE
OF-2024-0925;CMD-2025-0925;BAT-2024-0925;2022-01-16;2022-02-09;2022-04-20;563;563;TERMINE
OF-2024-0926;CMD-2024-0926;BAT-2024-0926;2025-02-11;2025-03-12;2025-04-12;250;250;TERMINE
OF-2023-0927;CMD-2025-0927;BAT-2023-0927;2022-09-05;2022-09-28;2022-11-14;379;379;TERMINE
OF-2025-0928;CMD-2023-0928;BAT-2025-0928;2023-02-11;2023-02-18;2023-03-07;142;142;TERMINE
OF-2024-0929;CMD-2024-0929;BAT-2024-0929;2026-01-07;2026-01-22;2026-02-19;224;85;EN_COURS
OF-2025-0930;CMD-2024-0930;BAT-2025-0930;2025-09-10;2025-10-02;2025-12-08;537;0;TERMINE
OF-2023-0931;CMD-2025-0931;BAT-2023-0931;2025-10-20;2025-11-14;2026-01-23;566;0;PLANIFIE
OF-2025-0932;CMD-2025-0932;BAT-2025-0932;2024-07-21;2024-08-10;2024-09-26;383;383;TERMINE
OF-2024-0933;CMD-2026-0933;BAT-2024-0933;2023-08-12;2023-08-27;2023-09-08;96;96;TERMINE
OF-2024-0934;CMD-2026-0934;BAT-2024-0934;2022-10-11;2022-11-08;2023-01-05;468;468;TERMINE
OF-2024-0935;CMD-2025-0935;BAT-2024-0935;2022-06-30;2022-07-25;2022-08-13;157;157;TERMINE
OF-2026-0936;CMD-2023-0936;BAT-2026-0936;2025-10-07;2025-10-21;2025-12-23;511;0;PLANIFIE
OF-2023-0937;CMD-2024-0937;BAT-2023-0937;2023-11-05;2023-11-13;2023-12-05;178;178;TERMINE
OF-2023-0938;CMD-2025-0938;BAT-2023-0938;2024-10-29;2024-11-06;2024-12-03;217;217;TERMINE
OF-2024-0939;CMD-2026-0939;BAT-2024-0939;2024-08-17;2024-09-03;2024-11-10;546;546;TERMINE
OF-2026-0940;CMD-2025-0940;BAT-2026-0940;2022-07-02;2022-07-28;2022-08-30;271;271;TERMINE
OF-2024-0941;CMD-2023-0941;BAT-2024-0941;2024-02-27;2024-03-12;2024-05-25;597;597;TERMINE
OF-2024-0942;CMD-2025-0942;BAT-2024-0942;2022-02-16;2022-03-01;2022-03-22;173;173;TERMINE
OF-2024-0943;CMD-2025-0943;BAT-2024-0943;2023-09-28;2023-10-17;2023-12-08;421;421;TERMINE
OF-2024-0944;CMD-2023-0944;BAT-2024-0944;2023-08-18;2023-08-25;2023-09-09;120;120;TERMINE
OF-2025-0945;CMD-2023-0945;BAT-2025-0945;2025-09-22;2025-09-30;2025-10-21;168;106;EN_COURS
OF-2025-0946;CMD-2026-0946;BAT-2025-0946;2023-07-28;2023-08-10;2023-09-07;226;226;TERMINE
OF-2024-0947;CMD-2023-0947;BAT-2024-0947;2023-04-26;2023-05-13;2023-07-15;510;510;TERMINE
OF-2023-0948;CMD-2026-0948;BAT-2023-0948;2022-04-27;2022-05-27;2022-06-10;118;118;TERMINE
OF-2023-0949;CMD-2024-0949;BAT-2023-0949;2026-01-29;2026-02-05;2026-03-26;397;0;PLANIFIE
OF-2024-0950;CMD-2024-0950;BAT-2024-0950;2022-05-13;2022-05-30;2022-07-02;264;264;TERMINE
OF-2024-0951;CMD-2024-0951;BAT-2024-0951;2025-07-21;2025-08-11;2025-10-13;507;0;TERMINE
OF-2023-0952;CMD-2023-0952;BAT-2023-0952;2024-11-14;2024-11-23;2024-12-20;223;223;TERMINE
OF-2024-0953;CMD-2024-0953;BAT-2024-0953;2024-07-28;2024-08-26;2024-10-07;342;342;TERMINE
OF-2023-0954;CMD-2026-0954;BAT-2023-0954;2022-03-16;2022-04-03;2022-05-10;297;297;TERMINE
OF-2024-0955;CMD-2025-0955;BAT-2024-0955;2022-10-13;2022-10-23;2022-11-17;207;207;TERMINE
OF-2025-0956;CMD-2025-0956;BAT-2025-0956;2025-08-19;2025-08-26;2025-09-18;186;0;TERMINE
OF-2026-0957;CMD-2023-0957;BAT-2026-0957;2024-09-07;2024-09-26;2024-10-22;208;208;TERMINE
OF-2025-0958;CMD-2024-0958;BAT-2025-0958;2022-02-20;2022-03-01;2022-04-30;486;486;TERMINE
OF-2025-0959;CMD-2025-0959;BAT-2025-0959;2024-06-09;2024-06-30;2024-07-11;91;91;TERMINE
OF-2024-0960;CMD-2026-0960;BAT-2024-0960;2025-02-01;2025-02-28;2025-03-10;80;80;TERMINE
OF-2023-0961;CMD-2023-0961;BAT-2023-0961;2022-10-05;2022-10-22;2022-12-14;429;429;TERMINE
OF-2026-0962;CMD-2025-0962;BAT-2026-0962;2024-02-18;2024-03-05;2024-03-18;105;105;TERMINE
OF-2023-0963;CMD-2026-0963;BAT-2023-0963;2023-10-12;2023-10-19;2023-11-07;154;154;TERMINE
OF-2025-0964;CMD-2025-0964;BAT-2025-0964;2024-09-15;2024-10-09;2024-11-12;272;272;TERMINE
OF-2025-0965;CMD-2023-0965;BAT-2025-0965;2024-03-22;2024-04-09;2024-04-30;175;175;TERMINE
OF-2023-0966;CMD-2024-0966;BAT-2023-0966;2022-04-25;2022-05-22;2022-07-17;449;449;TERMINE
OF-2026-0967;CMD-2024-0967;BAT-2026-0967;2025-02-23;2025-03-17;2025-05-10;437;437;TERMINE
OF-2024-0968;CMD-2024-0968;BAT-2024-0968;2022-02-06;2022-02-16;2022-03-11;184;184;TERMINE
OF-2023-0969;CMD-2023-0969;BAT-2023-0969;2024-10-07;2024-10-22;2024-11-22;255;255;TERMINE
OF-2024-0970;CMD-2025-0970;BAT-2024-0970;2023-04-11;2023-04-24;2023-06-25;497;497;TERMINE
OF-2023-0971;CMD-2024-0971;BAT-2023-0971;2022-01-28;2022-02-19;2022-03-26;280;280;TERMINE
OF-2025-0972;CMD-2025-0972;BAT-2025-0972;2022-10-12;2022-10-27;2023-01-02;542;542;TERMINE
OF-2023-0973;CMD-2025-0973;BAT-2023-0973;2025-11-29;2025-12-16;2026-02-27;586;0;PLANIFIE
OF-2025-0974;CMD-2024-0974;BAT-2025-0974;2024-04-15;2024-05-13;2024-07-25;587;587;TERMINE
OF-2024-0975;CMD-2024-0975;BAT-2024-0975;2024-01-12;2024-02-08;2024-03-27;391;391;TERMINE
OF-2025-0976;CMD-2023-0976;BAT-2025-0976;2025-09-04;2025-09-24;2025-11-26;508;484;EN_COURS
OF-2024-0977;CMD-2025-0977;BAT-2024-0977;2024-11-03;2024-11-16;2025-01-02;383;383;TERMINE
OF-2024-0978;CMD-2023-0978;BAT-2024-0978;2024-05-02;2024-05-24;2024-06-30;301;301;TERMINE
OF-2026-0979;CMD-2025-0979;BAT-2026-0979;2024-08-26;2024-09-13;2024-11-22;562;562;TERMINE
OF-2025-0980;CMD-2024-0980;BAT-2025-0980;2025-06-03;2025-06-27;2025-08-03;303;163;EN_COURS
OF-2025-0981;CMD-2024-0981;BAT-2025-0981;2025-01-01;2025-01-09;2025-03-05;444;444;TERMINE
OF-2023-0982;CMD-2024-0982;BAT-2023-0982;2025-05-05;2025-05-17;2025-06-30;355;0;TERMINE
OF-2024-0983;CMD-2024-0983;BAT-2024-0983;2022-12-19;2023-01-14;2023-02-18;280;280;TERMINE
OF-2025-0984;CMD-2025-0984;BAT-2025-0984;2023-07-07;2023-08-03;2023-09-26;433;433;TERMINE
OF-2025-0985;CMD-2023-0985;BAT-2025-0985;2022-08-14;2022-09-01;2022-09-15;119;119;TERMINE
OF-2024-0986;CMD-2024-0986;BAT-2024-0986;2025-02-25;2025-03-07;2025-04-25;399;399;TERMINE
OF-2026-0987;CMD-2025-0987;BAT-2026-0987;2025-05-06;2025-05-21;2025-06-29;318;261;EN_COURS
OF-2023-0988;CMD-2025-0988;BAT-2023-0988;2022-08-17;2022-08-28;2022-10-07;324;324;TERMINE
OF-2025-0989;CMD-2023-0989;BAT-2025-0989;2024-01-04;2024-01-16;2024-03-24;551;551;TERMINE
OF-2025-0990;CMD-2025-0990;BAT-2025-0990;2022-08-16;2022-09-14;2022-09-30;132;132;TERMINE
OF-2025-0991;CMD-2023-0991;BAT-2025-0991;2022-06-14;2022-06-29;2022-09-02;521;521;TERMINE
OF-2025-0992;CMD-2024-0992;BAT-2025-0992;2022-07-12;2022-07-21;2022-09-30;568;568;TERMINE
OF-2026-0993;CMD-2023-0993;BAT-2026-0993;2025-12-01;2025-12-09;2026-02-10;507;252;EN_COURS
OF-2026-0994;CMD-2023-0994;BAT-2026-0994;2023-05-28;2023-06-16;2023-07-08;177;177;TERMINE
OF-2025-0995;CMD-2023-0995;BAT-2025-0995;2026-01-12;2026-02-11;2026-03-14;250;0;TERMINE
OF-2023-0996;CMD-2025-0996;BAT-2023-0996;2024-11-12;2024-12-09;2025-02-13;532;532;TERMINE
OF-2024-0997;CMD-2026-0997;BAT-2024-0997;2022-06-21;2022-07-17;2022-09-20;521;521;TERMINE
OF-2023-0998;CMD-2026-0998;BAT-2023-0998;2024-06-11;2024-07-11;2024-09-22;585;585;TERMINE
OF-2024-0999;CMD-2025-0999;BAT-2024-0999;2022-09-14;2022-10-12;2022-12-14;508;508;TERMINE
OF-2024-1000;CMD-2024-1000;BAT-2024-1000;2023-07-29;2023-08-12;2023-08-26;119;119;TERMINE
OF-2024-1001;CMD-2023-1001;BAT-2024-1001;2025-08-24;2025-09-04;2025-09-21;138;57;EN_COURS
OF-2024-1002;CMD-2025-1002;BAT-2024-1002;2025-02-06;2025-02-18;2025-03-30;323;323;TERMINE
OF-2024-1003;CMD-2024-1003;BAT-2024-1003;2025-05-26;2025-06-21;2025-07-09;145;0;PLANIFIE
OF-2024-1004;CMD-2023-1004;BAT-2024-1004;2023-02-02;2023-02-11;2023-03-18;287;287;TERMINE
OF-2023-1005;CMD-2024-1005;BAT-2023-1005;2022-03-20;2022-04-17;2022-05-17;240;240;TERMINE
OF-2024-1006;CMD-2024-1006;BAT-2024-1006;2025-10-31;2025-11-25;2025-12-19;197;0;TERMINE
OF-2023-1007;CMD-2024-1007;BAT-2023-1007;2024-07-14;2024-07-27;2024-08-26;245;245;TERMINE
OF-2026-1008;CMD-2023-1008;BAT-2026-1008;2023-04-14;2023-05-10;2023-06-08;239;239;TERMINE
OF-2025-1009;CMD-2023-1009;BAT-2025-1009;2024-06-25;2024-07-08;2024-09-14;551;551;TERMINE
OF-2026-1010;CMD-2025-1010;BAT-2026-1010;2024-09-25;2024-10-02;2024-12-07;532;532;TERMINE
OF-2023-1011;CMD-2024-1011;BAT-2023-1011;2024-02-04;2024-02-17;2024-03-05;137;137;TERMINE
OF-2024-1012;CMD-2024-1012;BAT-2024-1012;2025-08-16;2025-09-04;2025-10-15;329;0;TERMINE
OF-2024-1013;CMD-2025-1013;BAT-2024-1013;2025-07-30;2025-08-17;2025-09-03;136;86;EN_COURS
OF-2023-1014;CMD-2025-1014;BAT-2023-1014;2023-07-12;2023-07-19;2023-08-24;290;290;TERMINE
OF-2024-1015;CMD-2023-1015;BAT-2024-1015;2023-05-07;2023-05-27;2023-08-09;597;597;TERMINE
OF-2026-1016;CMD-2024-1016;BAT-2026-1016;2022-12-20;2022-12-29;2023-01-14;129;129;TERMINE
OF-2024-1017;CMD-2023-1017;BAT-2024-1017;2022-11-24;2022-12-05;2022-12-15;82;82;TERMINE
OF-2024-1018;CMD-2024-1018;BAT-2024-1018;2022-03-06;2022-03-30;2022-05-04;281;281;TERMINE
OF-2025-1019;CMD-2025-1019;BAT-2025-1019;2023-04-01;2023-04-21;2023-05-02;89;89;TERMINE
OF-2024-1020;CMD-2025-1020;BAT-2024-1020;2024-02-19;2024-03-16;2024-03-27;92;92;TERMINE
OF-2026-1021;CMD-2025-1021;BAT-2026-1021;2023-01-13;2023-01-21;2023-02-05;123;123;TERMINE
OF-2023-1022;CMD-2023-1022;BAT-2023-1022;2024-08-28;2024-09-04;2024-11-11;547;547;TERMINE
OF-2023-1023;CMD-2023-1023;BAT-2023-1023;2025-09-01;2025-09-29;2025-11-19;408;0;PLANIFIE
OF-2023-1024;CMD-2024-1024;BAT-2023-1024;2025-04-11;2025-04-20;2025-06-02;351;195;EN_COURS
OF-2024-1025;CMD-2024-1025;BAT-2024-1025;2025-06-17;2025-07-06;2025-08-29;432;209;EN_COURS
OF-2024-1026;CMD-2024-1026;BAT-2024-1026;2024-06-18;2024-07-09;2024-08-02;199;199;TERMINE
OF-2025-1027;CMD-2023-1027;BAT-2025-1027;2024-02-21;2024-03-13;2024-04-20;304;304;TERMINE
OF-2026-1028;CMD-2024-1028;BAT-2026-1028;2023-08-10;2023-08-18;2023-09-18;249;249;TERMINE
OF-2025-1029;CMD-2026-1029;BAT-2025-1029;2022-05-21;2022-06-06;2022-07-24;384;384;TERMINE
OF-2023-1030;CMD-2025-1030;BAT-2023-1030;2023-08-31;2023-09-28;2023-10-22;193;193;TERMINE
OF-2023-1031;CMD-2024-1031;BAT-2023-1031;2024-02-07;2024-02-19;2024-04-06;382;382;TERMINE
OF-2025-1032;CMD-2024-1032;BAT-2025-1032;2023-06-21;2023-07-13;2023-07-26;107;107;TERMINE
OF-2026-1033;CMD-2024-1033;BAT-2026-1033;2022-02-14;2022-02-27;2022-04-26;466;466;TERMINE
OF-2024-1034;CMD-2025-1034;BAT-2024-1034;2024-04-02;2024-05-02;2024-06-10;312;312;TERMINE
OF-2024-1035;CMD-2026-1035;BAT-2024-1035;2025-12-18;2026-01-13;2026-02-06;196;133;EN_COURS
OF-2023-1036;CMD-2023-1036;BAT-2023-1036;2023-06-26;2023-07-04;2023-08-31;466;466;TERMINE
OF-2024-1037;CMD-2026-1037;BAT-2024-1037;2024-11-17;2024-11-29;2025-01-13;367;367;TERMINE
OF-2025-1038;CMD-2025-1038;BAT-2025-1038;2025-08-28;2025-09-05;2025-11-15;571;468;EN_COURS
OF-2026-1039;CMD-2026-1039;BAT-2026-1039;2023-08-07;2023-09-01;2023-11-07;539;539;TERMINE
OF-2023-1040;CMD-2024-1040;BAT-2023-1040;2023-07-26;2023-08-19;2023-10-20;499;499;TERMINE
OF-2023-1041;CMD-2023-1041;BAT-2023-1041;2022-01-20;2022-02-09;2022-02-28;158;158;TERMINE
OF-2025-1042;CMD-2025-1042;BAT-2025-1042;2024-04-12;2024-04-26;2024-05-18;176;176;TERMINE
OF-2025-1043;CMD-2025-1043;BAT-2025-1043;2023-12-23;2024-01-13;2024-02-14;262;262;TERMINE
OF-2023-1044;CMD-2023-1044;BAT-2023-1044;2022-07-01;2022-07-26;2022-09-01;296;296;TERMINE
OF-2024-1045;CMD-2024-1045;BAT-2024-1045;2025-08-09;2025-08-16;2025-10-28;591;0;PLANIFIE
OF-2024-1046;CMD-2026-1046;BAT-2024-1046;2022-08-24;2022-09-12;2022-10-20;307;307;TERMINE
OF-2023-1047;CMD-2023-1047;BAT-2023-1047;2024-08-20;2024-09-15;2024-11-06;417;417;TERMINE
OF-2023-1048;CMD-2024-1048;BAT-2023-1048;2023-05-12;2023-06-03;2023-07-03;247;247;TERMINE
OF-2024-1049;CMD-2024-1049;BAT-2024-1049;2023-12-01;2023-12-30;2024-03-02;511;511;TERMINE
OF-2024-1050;CMD-2024-1050;BAT-2024-1050;2024-09-13;2024-09-28;2024-11-04;303;303;TERMINE
OF-2024-1051;CMD-2023-1051;BAT-2024-1051;2022-05-23;2022-06-18;2022-07-21;268;268;TERMINE
OF-2024-1052;CMD-2023-1052;BAT-2024-1052;2024-10-07;2024-10-27;2024-11-28;263;263;TERMINE
OF-2023-1053;CMD-2025-1053;BAT-2023-1053;2022-09-06;2022-10-05;2022-12-04;484;484;TERMINE
OF-2024-1054;CMD-2025-1054;BAT-2024-1054;2023-10-14;2023-10-28;2023-11-19;176;176;TERMINE
OF-2026-1055;CMD-2023-1055;BAT-2026-1055;2025-05-09;2025-05-28;2025-07-20;425;0;PLANIFIE
OF-2026-1056;CMD-2024-1056;BAT-2026-1056;2022-10-05;2022-11-01;2022-12-16;364;364;TERMINE
OF-2023-1057;CMD-2025-1057;BAT-2023-1057;2024-08-01;2024-08-23;2024-09-26;272;272;TERMINE
OF-2023-1058;CMD-2026-1058;BAT-2023-1058;2022-05-17;2022-05-30;2022-07-06;300;300;TERMINE
OF-2024-1059;CMD-2024-1059;BAT-2024-1059;2022-09-05;2022-09-27;2022-11-04;311;311;TERMINE
OF-2024-1060;CMD-2024-1060;BAT-2024-1060;2025-08-16;2025-08-28;2025-10-11;356;0;PLANIFIE
OF-2024-1061;CMD-2025-1061;BAT-2024-1061;2022-05-06;2022-05-26;2022-07-06;331;331;TERMINE
OF-2023-1062;CMD-2023-1062;BAT-2023-1062;2025-08-21;2025-09-06;2025-10-23;377;96;EN_COURS
OF-2023-1063;CMD-2025-1063;BAT-2023-1063;2022-11-19;2022-12-18;2023-02-01;366;366;TERMINE
OF-2026-1064;CMD-2023-1064;BAT-2026-1064;2024-04-22;2024-05-10;2024-05-31;173;173;TERMINE
OF-2025-1065;CMD-2024-1065;BAT-2025-1065;2023-07-16;2023-07-23;2023-09-07;371;371;TERMINE
OF-2023-1066;CMD-2024-1066;BAT-2023-1066;2023-01-30;2023-02-20;2023-03-06;119;119;TERMINE
OF-2023-1067;CMD-2023-1067;BAT-2023-1067;2025-11-02;2025-11-29;2025-12-16;137;59;EN_COURS
OF-2025-1068;CMD-2023-1068;BAT-2025-1068;2024-02-25;2024-03-13;2024-04-26;353;353;TERMINE
OF-2024-1069;CMD-2025-1069;BAT-2024-1069;2023-05-11;2023-06-02;2023-07-30;471;471;TERMINE
OF-2024-1070;CMD-2025-1070;BAT-2024-1070;2025-03-13;2025-03-31;2025-05-09;319;319;TERMINE
OF-2023-1071;CMD-2025-1071;BAT-2023-1071;2025-07-04;2025-07-28;2025-08-31;276;0;PLANIFIE
OF-2024-1072;CMD-2025-1072;BAT-2024-1072;2025-08-31;2025-09-27;2025-10-26;232;10;EN_COURS
OF-2024-1073;CMD-2023-1073;BAT-2024-1073;2023-07-08;2023-07-28;2023-08-31;275;275;TERMINE
OF-2024-1074;CMD-2024-1074;BAT-2024-1074;2023-06-12;2023-06-25;2023-09-03;563;563;TERMINE
OF-2023-1075;CMD-2024-1075;BAT-2023-1075;2024-11-05;2024-11-25;2025-01-20;450;450;TERMINE
OF-2024-1076;CMD-2026-1076;BAT-2024-1076;2025-02-09;2025-02-26;2025-04-20;431;431;TERMINE
OF-2025-1077;CMD-2023-1077;BAT-2025-1077;2022-12-01;2022-12-25;2023-02-20;462;462;TERMINE
OF-2024-1078;CMD-2025-1078;BAT-2024-1078;2025-03-11;2025-03-31;2025-06-03;512;177;EN_COURS
OF-2025-1079;CMD-2023-1079;BAT-2025-1079;2022-04-02;2022-04-17;2022-06-24;548;548;TERMINE
OF-2025-1080;CMD-2025-1080;BAT-2025-1080;2023-07-16;2023-07-27;2023-10-10;600;600;TERMINE
OF-2025-1081;CMD-2026-1081;BAT-2025-1081;2025-09-27;2025-10-16;2025-12-20;524;0;TERMINE
OF-2025-1082;CMD-2025-1082;BAT-2025-1082;2025-12-06;2025-12-16;2026-02-22;548;0;PLANIFIE
OF-2023-1083;CMD-2025-1083;BAT-2023-1083;2022-06-24;2022-07-09;2022-09-13;530;530;TERMINE
OF-2026-1084;CMD-2026-1084;BAT-2026-1084;2022-07-30;2022-08-16;2022-10-15;481;481;TERMINE
OF-2023-1085;CMD-2023-1085;BAT-2023-1085;2025-08-29;2025-09-15;2025-10-04;158;0;TERMINE
OF-2024-1086;CMD-2024-1086;BAT-2024-1086;2025-02-26;2025-03-28;2025-04-30;265;265;TERMINE
OF-2025-1087;CMD-2024-1087;BAT-2025-1087;2025-03-24;2025-04-16;2025-06-06;415;0;PLANIFIE
OF-2023-1088;CMD-2024-1088;BAT-2023-1088;2025-08-15;2025-09-01;2025-11-02;498;0;TERMINE
OF-2024-1089;CMD-2024-1089;BAT-2024-1089;2022-04-04;2022-04-15;2022-05-28;350;350;TERMINE
OF-2024-1090;CMD-2025-1090;BAT-2024-1090;2023-11-10;2023-12-01;2023-12-26;207;207;TERMINE
OF-2024-1091;CMD-2024-1091;BAT-2024-1091;2025-01-08;2025-01-25;2025-04-07;582;582;TERMINE
OF-2023-1092;CMD-2023-1092;BAT-2023-1092;2025-07-12;2025-08-01;2025-09-11;335;303;EN_COURS
OF-2025-1093;CMD-2025-1093;BAT-2025-1093;2023-02-06;2023-02-23;2023-04-18;439;439;TERMINE
OF-2024-1094;CMD-2023-1094;BAT-2024-1094;2024-06-18;2024-07-12;2024-09-08;466;466;TERMINE
OF-2023-1095;CMD-2024-1095;BAT-2023-1095;2023-08-26;2023-09-22;2023-12-05;595;595;TERMINE
OF-2025-1096;CMD-2024-1096;BAT-2025-1096;2024-08-30;2024-09-07;2024-10-14;301;301;TERMINE
OF-2025-1097;CMD-2023-1097;BAT-2025-1097;2023-03-18;2023-04-02;2023-05-20;391;391;TERMINE
OF-2025-1098;CMD-2024-1098;BAT-2025-1098;2026-01-11;2026-01-25;2026-03-05;318;0;PLANIFIE
OF-2025-1099;CMD-2024-1099;BAT-2025-1099;2022-07-01;2022-07-23;2022-08-08;128;128;TERMINE
OF-2025-1100;CMD-2025-1100;BAT-2025-1100;2024-08-02;2024-08-23;2024-10-26;518;518;TERMINE
OF-2026-1101;CMD-2024-1101;BAT-2026-1101;2025-01-07;2025-01-24;2025-02-08;122;122;TERMINE
OF-2025-1102;CMD-2025-1102;BAT-2025-1102;2025-06-09;2025-06-24;2025-08-09;373;156;EN_COURS
OF-2024-1103;CMD-2024-1103;BAT-2024-1103;2024-07-02;2024-08-01;2024-10-08;550;550;TERMINE
OF-2026-1104;CMD-2024-1104;BAT-2026-1104;2024-05-09;2024-06-02;2024-08-11;566;566;TERMINE
OF-2025-1105;CMD-2023-1105;BAT-2025-1105;2024-08-14;2024-09-01;2024-09-21;162;162;TERMINE
OF-2026-1106;CMD-2025-1106;BAT-2026-1106;2023-03-02;2023-03-29;2023-05-04;292;292;TERMINE
OF-2023-1107;CMD-2026-1107;BAT-2023-1107;2025-03-15;2025-03-30;2025-04-13;114;114;TERMINE
OF-2024-1108;CMD-2026-1108;BAT-2024-1108;2026-01-19;2026-02-03;2026-03-28;431;278;EN_COURS
OF-2025-1109;CMD-2023-1109;BAT-2025-1109;2024-01-19;2024-02-02;2024-03-26;430;430;TERMINE
OF-2023-1110;CMD-2024-1110;BAT-2023-1110;2025-07-16;2025-08-13;2025-08-24;93;0;PLANIFIE
OF-2024-1111;CMD-2024-1111;BAT-2024-1111;2023-09-23;2023-10-18;2023-12-13;450;450;TERMINE
OF-2025-1112;CMD-2025-1112;BAT-2025-1112;2023-10-06;2023-10-15;2023-11-05;168;168;TERMINE
OF-2024-1113;CMD-2025-1113;BAT-2024-1113;2024-04-02;2024-04-22;2024-05-11;158;158;TERMINE
OF-2025-1114;CMD-2025-1114;BAT-2025-1114;2024-11-12;2024-12-04;2024-12-14;80;80;TERMINE
OF-2025-1115;CMD-2026-1115;BAT-2025-1115;2025-01-26;2025-02-06;2025-02-18;96;96;TERMINE
OF-2023-1116;CMD-2024-1116;BAT-2023-1116;2023-07-20;2023-08-18;2023-09-18;248;248;TERMINE
OF-2026-1117;CMD-2023-1117;BAT-2026-1117;2024-05-15;2024-05-31;2024-06-12;97;97;TERMINE
OF-2024-1118;CMD-2024-1118;BAT-2024-1118;2022-11-15;2022-11-24;2023-01-05;339;339;TERMINE
OF-2025-1119;CMD-2025-1119;BAT-2025-1119;2024-02-10;2024-02-18;2024-04-07;395;395;TERMINE
OF-2023-1120;CMD-2025-1120;BAT-2023-1120;2023-06-03;2023-06-24;2023-09-06;592;592;TERMINE
OF-2024-1121;CMD-2023-1121;BAT-2024-1121;2022-01-06;2022-01-19;2022-03-11;415;415;TERMINE
OF-2024-1122;CMD-2025-1122;BAT-2024-1122;2026-01-18;2026-02-01;2026-04-16;596;0;TERMINE
OF-2025-1123;CMD-2025-1123;BAT-2025-1123;2024-04-27;2024-05-13;2024-07-25;588;588;TERMINE
OF-2023-1124;CMD-2024-1124;BAT-2023-1124;2024-11-01;2024-11-29;2025-01-02;272;272;TERMINE
OF-2025-1125;CMD-2024-1125;BAT-2025-1125;2023-10-14;2023-11-07;2023-11-27;160;160;TERMINE
OF-2024-1126;CMD-2026-1126;BAT-2024-1126;2025-11-21;2025-12-01;2026-02-11;580;361;EN_COURS
OF-2024-1127;CMD-2026-1127;BAT-2024-1127;2025-12-16;2026-01-13;2026-02-01;157;151;EN_COURS
OF-2023-1128;CMD-2024-1128;BAT-2023-1128;2024-02-11;2024-03-03;2024-04-26;433;433;TERMINE
OF-2024-1129;CMD-2025-1129;BAT-2024-1129;2024-12-26;2025-01-20;2025-02-10;173;173;TERMINE
OF-2024-1130;CMD-2024-1130;BAT-2024-1130;2024-02-28;2024-03-12;2024-04-24;345;345;TERMINE
OF-2024-1131;CMD-2024-1131;BAT-2024-1131;2022-07-30;2022-08-28;2022-10-24;458;458;TERMINE
OF-2023-1132;CMD-2024-1132;BAT-2023-1132;2022-12-22;2022-12-31;2023-02-19;401;401;TERMINE
OF-2023-1133;CMD-2024-1133;BAT-2023-1133;2023-08-29;2023-09-28;2023-11-28;491;491;TERMINE
OF-2024-1134;CMD-2026-1134;BAT-2024-1134;2022-04-21;2022-04-30;2022-06-20;408;408;TERMINE
OF-2023-1135;CMD-2025-1135;BAT-2023-1135;2025-10-07;2025-11-05;2025-11-27;182;0;PLANIFIE
OF-2024-1136;CMD-2026-1136;BAT-2024-1136;2025-09-21;2025-10-08;2025-11-27;407;0;TERMINE
OF-2024-1137;CMD-2024-1137;BAT-2024-1137;2023-10-29;2023-11-14;2023-12-09;202;202;TERMINE
OF-2024-1138;CMD-2024-1138;BAT-2024-1138;2023-11-30;2023-12-11;2023-12-28;136;136;TERMINE
OF-2023-1139;CMD-2024-1139;BAT-2023-1139;2022-02-16;2022-03-08;2022-03-31;187;187;TERMINE
OF-2024-1140;CMD-2024-1140;BAT-2024-1140;2022-11-24;2022-12-22;2023-02-02;336;336;TERMINE
OF-2024-1141;CMD-2025-1141;BAT-2024-1141;2022-11-08;2022-12-06;2022-12-26;165;165;TERMINE
OF-2025-1142;CMD-2024-1142;BAT-2025-1142;2022-10-27;2022-11-03;2022-12-07;278;278;TERMINE
OF-2023-1143;CMD-2024-1143;BAT-2023-1143;2022-01-23;2022-02-10;2022-03-21;315;315;TERMINE
OF-2025-1144;CMD-2024-1144;BAT-2025-1144;2024-10-05;2024-10-16;2024-11-11;215;215;TERMINE
OF-2023-1145;CMD-2025-1145;BAT-2023-1145;2025-08-14;2025-09-11;2025-11-19;554;357;EN_COURS
OF-2026-1146;CMD-2023-1146;BAT-2026-1146;2022-09-08;2022-09-19;2022-11-12;438;438;TERMINE
OF-2023-1147;CMD-2025-1147;BAT-2023-1147;2025-12-17;2025-12-28;2026-02-27;489;0;PLANIFIE
OF-2024-1148;CMD-2025-1148;BAT-2024-1148;2023-06-21;2023-06-28;2023-08-30;508;508;TERMINE
OF-2025-1149;CMD-2024-1149;BAT-2025-1149;2025-11-19;2025-12-15;2026-02-06;429;0;PLANIFIE
OF-2025-1150;CMD-2025-1150;BAT-2025-1150;2024-06-11;2024-06-30;2024-08-12;345;345;TERMINE
OF-2025-1151;CMD-2024-1151;BAT-2025-1151;2022-10-03;2022-10-17;2022-12-28;583;583;TERMINE
OF-2024-1152;CMD-2025-1152;BAT-2024-1152;2022-06-01;2022-06-14;2022-08-12;478;478;TERMINE
OF-2023-1153;CMD-2023-1153;BAT-2023-1153;2022-06-30;2022-07-10;2022-08-13;278;278;TERMINE
OF-2026-1154;CMD-2024-1154;BAT-2026-1154;2022-06-13;2022-07-08;2022-07-19;95;95;TERMINE
